Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality
Academic Support and Resources,Limited access to technology and software is making it hard to keep up with the pace of coursework. It feels like I'm constantly playing catch-up.,26,2.6,2,1,M,Indonesia
Academic Support and Resources,The lack of available courses is making it hard to take electives that interest me. I feel like my academic options are too limited.,18,3.75,2,1,F,Indonesia
Academic Support and Resources,Limited access to academic advisors is making me feel like I'm on my own when it comes to making important academic decisions.,18,2.18,2,1,M,Indonesia
Academic Support and Resources,It's frustrating that we have such limited access to academic advisors. It makes it difficult to plan our academic careers and get the guidance we need.,21,0.29,2,1,M,Indonesia
Academic Support and Resources,I'm really struggling with finding and accessing course materials. It's making it hard to keep up with the coursework.,26,0.95,2,1,F,Indonesia
Academic Support and Resources,I wish there was more course availability. It's frustrating to have limited options for classes and not be able to take what we need.,27,0.93,2,1,F,Indonesia
Academic Support and Resources,Limited access to technology and software is a major issue. It's hindering our ability to complete assignments and keep up with the demands of our courses.,27,0.52,2,1,M,Indonesia
Academic Support and Resources,The limited access to research databases and materials is a huge problem. It makes it difficult to complete research assignments and write papers.,17,3.27,2,1,F,Indonesia
Academic Support and Resources,It's really frustrating that we don't have better access to academic advisors. It's causing a lot of stress and anxiety.,26,3.2,2,1,F,Indonesia
Academic Support and Resources,The difficulty in finding and accessing course materials is making it hard to succeed in our classes.,25,1.38,2,1,F,Indonesia
Academic Support and Resources,Limited course availability is a huge problem for students. We need more options for classes to be able to meet our academic goals.,25,2.27,2,1,F,Indonesia
Academic Support and Resources,Limited access to technology and software is preventing us from being able to complete assignments on time and to the best of our ability.,27,0.57,2,1,F,Indonesia
Academic Support and Resources,It's really frustrating to have limited access to research databases and materials. It's making it hard to complete research assignments and write papers.,16,1.12,2,1,F,Indonesia
Academic Support and Resources,I feel like I'm not getting the support I need from academic advisors. Limited access to them is making it difficult to plan my academic career.,17,1.67,2,1,M,Indonesia
Academic Support and Resources,The difficulty in finding and accessing course materials is a major source of stress for students. It's important that we have access to what we need to succeed.,18,1.35,2,1,M,Indonesia
Academic Support and Resources,Limited course availability is a major issue for students. We need more options to be able to take the classes we need.,21,0.36,2,1,M,Indonesia
Academic Support and Resources,Limited access to technology and software is a major problem. It's impacting our ability to succeed in our courses and prepare for the workforce.,16,3.49,2,1,F,Indonesia
Academic Support and Resources,The limited access to research databases and materials is causing a lot of frustration among students. We need better access to be able to succeed academically.,19,0.3,2,1,M,Indonesia
Academic Support and Resources,It's really hard to succeed academically when we have limited access to academic advisors. We need more support.,17,2.8,2,1,F,Indonesia
Academic Support and Resources,The difficulty in finding and accessing course materials is a barrier to success for many students. It's important that we have access to what we need to succeed.,18,3.49,2,1,F,Indonesia
Academic Support and Resources,Limited course availability is causing a lot of stress for students. We need more options to be able to take the classes we need.,16,3.83,2,1,M,Indonesia
Academic Support and Resources,Limited access to technology and software is making it difficult to complete assignments and prepare for the workforce. It's a major issue for students.,24,1.94,2,1,M,Indonesia
Academic Support and Resources,The limited access to research databases and materials is making it hard to complete assignments and write papers. We need better access.,23,2.28,2,1,F,Indonesia
Academic Support and Resources,It's really frustrating to not have more access to academic advisors. It's important that we have support to be able to plan our academic careers.,26,0.09,2,1,F,Indonesia
Academic Support and Resources,The difficulty in finding and accessing course materials is a major issue. It's important that we have access to what we need to succeed academically.,21,2.48,1,1,F,Indonesia
Academic Support and Resources,Limited course availability is impacting our ability to graduate on time and meet our academic goals. We need more options.,16,1.19,1,1,M,Indonesia
Academic Support and Resources,Limited access to technology and software is a major issue for students. It's important that we have access to the tools we need to succeed academically and in the workforce.,21,1.15,1,1,M,Indonesia
Academic Support and Resources,The limited access to research databases and materials is causing a lot of frustration for students. It's important that we have better access to complete our coursework.,24,2.98,1,1,F,Indonesia
"Academic Support and Resources,""Academic advisors are so important, but the limited access to them is making it difficult to plan our academic careers and succeed."",24,2.66,1,1,F,Indonesia"
Academic Support and Resources,The difficulty in finding and accessing course materials is causing a lot of stress for students.,18,3.03,1,1,F,Indonesia
Academic Support and Resources,It's frustrating not being able to find the resources I need for my research projects due to the limited access to research databases and materials.,23,1.17,1,1,M,Indonesia
Academic Support and Resources,Limited course availability is making it difficult to schedule my classes for next semester.,19,1.09,1,1,M,Indonesia
Academic Support and Resources,The difficulty in finding and accessing course materials is really hindering my ability to study effectively.,17,0.7,1,1,F,Indonesia
"Academic Support and Resources,""The lack of access to academic advisors is really concerning, especially when I have questions about course selection and career planning."",26,0.44,1,1,F,Indonesia"
Academic Support and Resources,Limited access to technology and software is making it difficult to complete assignments and stay up to date with my coursework.,24,0.69,1,1,M,Indonesia
Academic Support and Resources,I'm worried that my research projects won't be up to standard due to the limited access to research databases and materials.,21,1.4,1,1,M,Indonesia
Academic Support and Resources,Limited course availability is making it impossible to complete my degree requirements on time.,20,1.03,1,1,F,Indonesia
Academic Support and Resources,I feel like I'm falling behind in my courses due to the difficulty in finding and accessing course materials.,16,3.41,1,1,M,Indonesia
"Academic Support and Resources,""The lack of access to academic advisors is really frustrating, especially when I need help with scheduling or resolving academic issues."",19,1.5,1,1,F,Indonesia"
Academic Support and Resources,Limited access to technology and software is impacting my ability to compete with my peers and prepare for my future career.,18,0.03,1,1,F,Indonesia
Academic Support and Resources,I'm struggling to find the necessary course materials for my courses due to the limited access available.,18,2.51,1,1,F,Indonesia
Academic Support and Resources,The limited access to academic advisors is making it difficult for me to plan my academic career and get the support I need.,20,3.56,1,1,F,Indonesia
Academic Support and Resources,Limited course availability is causing me to have to adjust my academic plans and career aspirations.,27,2.23,1,1,F,Indonesia
Academic Support and Resources,Limited access to technology and software is causing me to fall behind in my coursework and struggle with assignments.,19,0.93,1,1,M,Indonesia
Academic Support and Resources,I'm worried about the quality of my research projects due to the limited access to research databases and materials.,17,2.33,1,1,M,Indonesia
Academic Support and Resources,The difficulty in finding and accessing course materials is causing me to spend unnecessary time and resources trying to complete assignments.,16,2.46,1,1,F,Indonesia
Academic Support and Resources,Limited access to academic advisors is causing me to feel unsupported and disconnected from my academic goals.,17,0.37,1,1,F,Indonesia
Academic Support and Resources,Limited course availability is causing me to miss out on valuable academic opportunities and experiences.,27,2.57,1,1,F,Indonesia
Academic Support and Resources,The limited access to technology and software is causing me to have to use outdated tools and resources for my coursework.,18,2.36,1,1,M,Indonesia
Academic Support and Resources,I feel like I'm not able to reach my full academic potential due to the limited access to research databases and materials.,21,2.64,1,1,M,Indonesia
Academic Support and Resources,The difficulty in finding and accessing course materials is causing me to feel stressed and overwhelmed with my coursework.,26,0.43,1,1,M,Indonesia
Academic Support and Resources,Limited access to academic advisors is causing me to feel lost and unsupported in my academic journey.,17,1.6,1,1,M,Indonesia
Academic Support and Resources,I'm concerned that my academic achievements and career prospects will be impacted by the limited course availability.,23,2.41,1,1,F,Indonesia
Academic Support and Resources,The limited access to technology and software is causing me to feel unprepared for the demands of the modern workforce.,20,3.87,1,1,F,Indonesia
Academic Support and Resources,The limited access to research databases and materials is making it difficult to produce high-quality research projects and assignments.,24,2.14,1,1,F,Indonesia
Academic Support and Resources,I'm struggling to keep up with my coursework due to the difficulty in finding and accessing course materials.,27,1.31,1,1,M,Indonesia
Academic Support and Resources,Limited access to academic advisors is causing me to feel like I'm not receiving the guidance I need to succeed academically.,18,3.07,1,1,F,Indonesia
Academic Support and Resources,Limited course availability is causing me to have to change my academic plans and goals.,20,2.21,1,1,M,Indonesia
Academic Support and Resources,The limited access to technology and software is causing me to feel like I'm not developing the skills I need to succeed in my future career.,21,1.64,1,1,M,Indonesia
Academic Support and Resources,The limited access to research databases and materials is causing me to feel like I'm not able to fully explore my academic interests.,22,1.86,1,1,M,Indonesia
Academic Support and Resources,The difficulty in finding and accessing course materials is causing me to waste time and money trying to complete assignments.,17,1.73,1,1,M,Indonesia
Academic Support and Resources,Limited access to academic advisors is causing me to feel like I'm not receiving the academic support I need.,20,3.56,1,1,F,Indonesia
Academic Support and Resources,Limited course availability is causing me to feel like I'm not able to fully engage with my academic studies.,25,1.31,1,1,M,Indonesia
"Academic Support and Resources,""As a student in a remote area, I'm struggling to access the required course materials due to limited availability online."",16,3.01,1,1,F,Indonesia"
Academic Support and Resources,It's frustrating when you can't access research databases and materials you need for your assignments because they're only available in the library and you can't visit it.,16,3.8,1,1,F,Indonesia
Academic Support and Resources,The limited access to technology and software is hindering my ability to complete my coursework to the best of my ability.,27,0.15,1,1,F,Indonesia
Academic Support and Resources,I am paying a significant amount for tuition and it's disappointing that I can't access all the resources I need for my studies.,16,0.86,1,1,M,Indonesia
Academic Support and Resources,The limited course availability makes it difficult for me to plan my academic schedule and complete my degree in a timely manner.,27,2.8,1,1,M,Indonesia
Academic Support and Resources,I wish there were more academic advisors available to guide me through my degree program and answer my questions.,20,0.99,1,1,F,Indonesia
Academic Support and Resources,Limited access to academic resources has made it difficult for me to achieve the grades I am capable of.,17,0.44,1,1,F,Indonesia
Academic Support and Resources,I am struggling to find and access course materials needed for my classes due to limited availability in the library and online.,27,3.64,1,1,M,Indonesia
Academic Support and Resources,The lack of access to research databases and materials is hindering my ability to conduct thorough research for my papers.,23,3.23,1,1,F,Indonesia
"Academic Support and Resources,""It's frustrating to not have access to the latest technology and software, especially when it's required for certain classes."",20,3.86,1,1,F,Indonesia"
Academic Support and Resources,The limited access to academic resources is preventing me from fully engaging in my studies and reaching my full potential.,18,1.45,1,1,F,Indonesia
Academic Support and Resources,I am finding it difficult to complete my assignments due to the limited access to technology and software I need.,16,2.45,1,1,F,Indonesia
"Academic Support and Resources,""Limited access to academic resources is causing unnecessary stress and anxiety, which is negatively affecting my academic performance."",19,3.51,1,1,F,Indonesia"
"Academic Support and Resources,""It's frustrating to know that there are research databases and materials that could benefit my studies, but I don't have access to them."",19,0.31,1,1,M,Indonesia"
Academic Support and Resources,I wish there were more academic advisors available to guide me through my degree program and help me make the most of my university experience.,25,0.9,1,1,M,Indonesia
Academic Support and Resources,The limited course availability is causing scheduling conflicts and making it difficult to plan out my academic path.,19,1.99,1,1,F,Indonesia
Academic Support and Resources,The limited access to technology and software is preventing me from exploring new fields and expanding my knowledge.,26,1.23,1,1,F,Indonesia
Academic Support and Resources,I am paying for access to academic resources and it's disappointing that they're not readily available to me.,17,1.74,1,1,M,Indonesia
Academic Support and Resources,The limited access to research databases and materials is making it difficult for me to complete my thesis.,25,1.59,1,1,M,Indonesia
"Academic Support and Resources,""I wish there were more opportunities to access academic resources, such as extended library hours or online resources."",23,0.7,1,1,F,Indonesia"
Academic Support and Resources,The limited access to academic resources is making it difficult to pursue my academic interests and passions.,18,3.08,1,1,F,Indonesia
Academic Support and Resources,I am finding it difficult to complete my assignments on time due to the limited access to technology and software.,16,1.28,1,1,M,Indonesia
Academic Support and Resources,Limited access to academic resources is preventing me from making the most of my university experience and achieving my academic goals.,21,0.21,1,1,F,Indonesia
Academic Support and Resources,The limited course availability is preventing me from taking the classes I need to complete my degree.,17,3.58,1,1,M,Indonesia
Academic Support and Resources,I wish there were more academic advisors available to provide guidance and support throughout my university experience.,23,2.44,1,1,M,Indonesia
Academic Support and Resources,The limited access to technology and software is hindering my ability to prepare for my future career.,25,1.94,1,1,M,Indonesia
Academic Support and Resources,Limited access to academic resources is creating a disadvantage for me compared to other students who have greater access.,16,2.99,1,1,F,Indonesia
Academic Support and Resources,The limited access to research databases and materials is making it difficult to conduct quality research for my papers.,17,0.64,1,1,M,Indonesia
"Academic Support and Resources,""I am struggling to find and access the course materials I need, which is negatively affecting my academic performance."",25,1.25,1,1,M,Indonesia"
Academic Support and Resources,Limited access to academic resources is making it difficult for me to fully engage in my studies and take advantage of all that my university has to offer.,23,1.82,1,1,F,Indonesia
"Academic Support and Resources,""I'm finding the academic workload really overwhelming, and it's been a struggle to keep up with all the assignments."",18,0.69,1,1,F,Indonesia"
"Academic Support and Resources,""The course material is extremely challenging, and I often feel like I don't fully understand it."",25,0.15,1,1,F,Indonesia"
Academic Support and Resources,I've been struggling with my time management skills lately and it's been affecting my grades. I really need to get better at prioritizing my tasks.,22,2.57,1,1,M,Indonesia
"Academic Support and Resources,""Balancing work and academic responsibilities has been a real challenge for me, and I often feel like I'm being pulled in two different directions."",19,1.26,1,1,F,Indonesia"
"Academic Support and Resources,""I'm finding it difficult to balance my extracurricular activities with my academic work, and I'm often left feeling stressed and overwhelmed."",26,2.7,1,1,M,Indonesia"
"Academic Support and Resources,""Lack of sleep and fatigue has been a real issue for me lately, and it's been affecting my ability to focus and stay motivated."",27,1.4,1,1,M,Indonesia"
"Academic Support and Resources,""I've been dealing with a lot of stress and anxiety lately, and it's been really tough to stay on top of my schoolwork."",18,0.96,1,1,M,Indonesia"
"Academic Support and Resources,""Mental health concerns have been a major factor in my academic performance, and I really need to prioritize self-care in order to succeed."",21,2.8,1,1,F,Indonesia"
"Academic Support and Resources,""I'm struggling to keep up with the academic workload, and it's been causing me a lot of stress and anxiety."",20,0.39,1,1,F,Indonesia"
"Academic Support and Resources,""The course material is really challenging, and I often feel like I'm in over my head."",26,3.56,1,1,F,Indonesia"
"Academic Support and Resources,""I'm not very good at managing my time, and I often find myself struggling to balance my academic work with my other commitments."",26,1.88,1,1,M,Indonesia"
"Academic Support and Resources,""Balancing work and academic responsibilities has been a real struggle for me, and it's been affecting my grades."",16,2.7,1,1,F,Indonesia"
"Academic Support and Resources,""I often have conflicts with my other commitments, and it's been difficult to find time to focus on my schoolwork."",25,0.96,1,1,F,Indonesia"
"Academic Support and Resources,""I've been feeling really tired and burnt out lately, and it's been hard to stay motivated to study."",17,0.62,1,1,M,Indonesia"
"Academic Support and Resources,""The stress and anxiety of college life has been getting to me, and I'm having trouble focusing on my coursework."",21,3.52,1,1,M,Indonesia"
"Academic Support and Resources,""My mental health has been a major factor in my academic performance, and I need to prioritize self-care in order to succeed."",27,2.68,1,1,F,Soudan"
"Academic Support and Resources,""I'm feeling really overwhelmed by the academic workload, and I'm struggling to keep up with everything."",16,1.32,1,1,F,Soudan"
"Academic Support and Resources,""The course material is really difficult, and I often feel like I don't fully understand it."",18,3.55,1,1,F,Soudan"
"Academic Support and Resources,""I'm not very good at managing my time, and it's been affecting my grades."",24,3.09,1,1,M,Soudan"
"Academic Support and Resources,""Balancing work and academic responsibilities has been really challenging for me, and it's been causing me a lot of stress."",23,0.29,1,1,M,Soudan"
"Academic Support and Resources,""I often have conflicts with my other commitments, and it's been tough to find time to focus on my schoolwork."",22,0.9,1,1,F,Soudan"
"Academic Support and Resources,""I've been feeling really exhausted lately, and it's been hard to stay motivated to study."",18,0.46,1,1,M,Soudan"
"Academic Support and Resources,""The stress and anxiety of college life has been really overwhelming, and it's been affecting my mental health."",26,1.73,1,1,F,Soudan"
"Academic Support and Resources,""I'm dealing with some mental health issues that have been affecting my academic performance, and I need to seek help."",22,3.97,1,1,M,Soudan"
"Academic Support and Resources,""The academic workload has been really intense lately, and it's been a struggle to keep up with everything."",27,0.2,1,1,F,Soudan"
"Academic Support and Resources,""The course material is really challenging, and I often feel like I'm not smart enough to understand it."",16,0.32,1,1,M,Soudan"
Academic Support and Resources,I need to work on my time management skills because I'm constantly feeling behind in my coursework.,16,0.97,1,1,M,Soudan
"Academic Support and Resources,""Balancing work and academic responsibilities has been a real struggle, and I'm not sure how to make it work."",27,1.9,1,1,M,Soudan"
"Academic Support and Resources,""I have a lot of other commitments that often conflict with my schoolwork, and it's been really hard to juggle everything."",16,0.37,1,1,F,Soudan"
"Academic Support and Resources,""I've been feeling really run down lately, and it's been tough to stay focused on my studies."",21,0.17,1,1,M,Soudan"
Academic Support and Resources,The stress and anxiety of college life has been really overwhelming,23,1.54,1,1,F,Soudan
"Academic Support and Resources,""The academic workload is becoming overwhelming, especially with the difficulty of course material. It's difficult to manage my time well and balance my work responsibilities with my academic ones. I have a hard time sleeping due to the stress and anxiety this is causing me, and it's starting to affect my mental health."",21,1.02,1,1,F,Soudan"
"Academic Support and Resources,""I find myself struggling with the difficulty of course material and trying to manage my time effectively. Balancing work and academic responsibilities is a challenge, and I'm not getting enough sleep. This is causing me stress and anxiety, which is taking a toll on my mental health."",25,1.99,1,1,M,Soudan"
"Academic Support and Resources,""Managing the academic workload and the difficulty of course material is a constant struggle. I need to improve my time management skills to balance work and academic responsibilities, but it's hard when I have time conflicts with other commitments. The lack of sleep is starting to affect my mental health, and I'm feeling stressed and anxious."",18,0.84,1,1,F,Soudan"
"Academic Support and Resources,""I'm finding it hard to keep up with the academic workload, especially since the course material is challenging. Balancing work and academic responsibilities is tough, and there are often time conflicts with other commitments. I'm not getting enough sleep, and it's starting to affect my mental health. The stress and anxiety are overwhelming."",18,1.15,1,1,F,Soudan"
"Academic Support and Resources,""The academic workload is taking its toll on me, especially since the course material is so difficult. I'm trying to manage my time effectively, but it's challenging to balance work and academic responsibilities. There are always time conflicts with other commitments, and I'm not getting enough sleep. This is causing me stress and anxiety, and it's starting to impact my mental health."",16,0.39,1,1,M,Soudan"
"Academic Support and Resources,""I'm struggling with the academic workload and the difficulty of the course material. I need to improve my time management skills to balance work and academic responsibilities, but there are always time conflicts with other commitments. I'm not sleeping well, and it's affecting my mental health. I'm feeling stressed and anxious all the time."",27,1.27,1,1,F,Soudan"
"Academic Support and Resources,""It's challenging to keep up with the academic workload, especially since the course material is so difficult. I need to work on my time management skills to balance work and academic responsibilities, but there are always time conflicts with other commitments. The lack of sleep is starting to take its toll on my mental health, and I'm feeling stressed and anxious."",26,0.36,1,1,F,Soudan"
"Academic Support and Resources,""The academic workload is becoming overwhelming, and the course material is so challenging. I'm struggling to balance work and academic responsibilities and manage my time effectively. There are often time conflicts with other commitments, and I'm not getting enough sleep. This is causing me stress and anxiety, and my mental health is suffering."",26,0.1,1,1,M,Soudan"
"Academic Support and Resources,""The academic workload is getting to be too much, and I'm finding the course material increasingly difficult. I need to improve my time management skills to balance work and academic responsibilities, but there are always time conflicts with other commitments. The lack of sleep is starting to affect my mental health, and I'm feeling stressed and anxious all the time."",23,0.81,1,1,F,Soudan"
"Academic Support and Resources,""Managing the academic workload is a challenge, especially since the course material is so difficult. I need to balance work and academic responsibilities, but there are often time conflicts with other commitments. The lack of sleep is starting to take its toll on my mental health, and I'm feeling stressed and anxious."",22,3.63,1,1,F,Soudan"
"Academic Support and Resources,""The academic workload is overwhelming, and the course material is hard to understand. Balancing work and academic responsibilities is tough, and there are always time conflicts with other commitments. I'm not getting enough sleep, and the stress and anxiety are starting to affect my mental health."",27,1.36,1,1,F,Soudan"
"Academic Support and Resources,""It's hard to keep up with the academic workload, and the difficulty of the course material is making it even harder. Balancing work and academic responsibilities is a challenge, and there are often time conflicts with other commitments. The lack of sleep is taking its toll"",26,2,1,1,M,Soudan"
"Academic Support and Resources,""I have found that the academic workload has been extremely heavy this semester, leaving me feeling overwhelmed and stressed."",22,3.73,1,1,F,Soudan"
"Academic Support and Resources,""The difficulty of the course material is much higher than I anticipated, and I am struggling to keep up."",22,0.14,1,1,M,Soudan"
Academic Support and Resources,I have been struggling with time management skills and finding it difficult to balance my academic responsibilities with work and other commitments.,18,1.06,1,1,M,Soudan
"Academic Support and Resources,""Balancing work and academic responsibilities has been a significant challenge, and I have found it difficult to maintain a healthy work-life balance."",20,1.05,1,1,F,Soudan"
Academic Support and Resources,Time conflicts with other commitments have made it challenging to keep up with coursework and assignments.,27,0.4,1,1,M,Soudan
Academic Support and Resources,I am struggling with lack of sleep and fatigue due to the demands of my academic workload.,18,2.46,1,1,M,Soudan
"Academic Support and Resources,""The stress and anxiety of the academic workload have been affecting my mental health, and I am finding it difficult to cope."",20,0.96,1,1,M,Soudan"
Academic Support and Resources,I am concerned about my mental health and have been experiencing symptoms of depression and anxiety due to the academic workload.,21,3.19,1,1,F,Soudan
"Academic Support and Resources,""The academic workload is overwhelming, and I am struggling to find ways to manage my stress and maintain my mental health."",24,3.44,1,1,F,Soudan"
"Academic Support and Resources,""I have been finding it difficult to balance my academic workload with other commitments, such as extracurricular activities and social life."",16,2.85,1,1,M,Soudan"
"Academic Support and Resources,""The course material is much more challenging than I expected, and I am struggling to keep up with the pace of the class."",21,0.05,1,1,F,Soudan"
"Academic Support and Resources,""I am finding it difficult to manage my time effectively, and it is affecting my ability to keep up with assignments and coursework."",23,0.4,1,1,F,Soudan"
"Academic Support and Resources,""Balancing work and academic responsibilities has been a significant challenge, and I am finding it hard to find time for self-care and relaxation."",18,3.33,1,1,M,Soudan"
"Academic Support and Resources,""I am struggling to keep up with my coursework due to time conflicts with other commitments, such as part-time work and family obligations."",24,1.07,1,1,F,Soudan"
Academic Support and Resources,Lack of sleep and fatigue have been affecting my ability to focus on coursework and stay motivated.,25,3.46,1,1,M,Soudan
"Academic Support and Resources,""The academic workload is causing significant stress and anxiety, and I am finding it hard to cope with the pressure."",25,3.17,1,1,M,Soudan"
Academic Support and Resources,I am concerned about my mental health and have been experiencing symptoms of burnout and exhaustion due to the demands of my academic workload.,24,0.44,1,1,F,Soudan
Academic Support and Resources,I am struggling to find ways to manage my stress and maintain my mental health while balancing my academic responsibilities with other commitments.,24,2.51,1,1,F,Soudan
"Academic Support and Resources,""The course material is much more difficult than I expected, and I am finding it hard to understand and retain the information."",23,2.8,1,1,M,Soudan"
"Academic Support and Resources,""I am struggling to manage my time effectively, and it is affecting my ability to keep up with assignments and coursework."",20,0.33,1,1,F,Soudan"
